,artist_name,track_name,track_id,album_name,album_id,release_date,popularity,explicit,danceability,duration_ms,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,featured_artists
67,"Tyler, The Creator",Cowboy,2hjjUjikOa29kImnI5kQPw,Wolf,40QTqOBBxCEIQlLNdSjFQB,2013-04-01,57,True,0.499,195320,0.662,1,-8.514,1,0.382,0.06,0.0,0.428,0.65,160.008,4,[]
68,"Tyler, The Creator","2SEATER (feat. Aaron Shaw, Samantha Nelson & Austin Feinstein)",6Xw3iWrQKgArwlRhVuU9CK,Cherry Bomb,621OhgnZJ7Pz8iUazct1In,2015-04-13,57,True,0.352,409779,0.693,10,-7.412,0,0.361,0.334,6.21e-05,0.611,0.348,88.855,4,"['Aaron Shaw', 'Samantha Nelson', 'Austin Feinstein']"
70,"Tyler, The Creator",Rusty (feat. Domo Genesis & Earl Sweatshirt),4oQkcfukOHfKsmeoeXQLWC,Wolf,40QTqOBBxCEIQlLNdSjFQB,2013-04-01,55,True,0.503,309693,0.677,11,-5.647,1,0.248,0.00529,0.00024,0.396,0.364,81.28,4,"['Domo Genesis', 'Earl Sweatshirt']"
71,"Tyler, The Creator",Droppin' Seeds (feat. Lil' Wayne),39u2PsqrAZpZ0KPx6CjasV,Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,2017-07-21,57,True,0.401,60000,0.532,5,-11.554,0,0.508,0.103,0.0,0.478,0.413,84.777,4,['Lil Wayne']
72,"Tyler, The Creator",Her,0XDfOOlscDrr50Q0PERrVd,Goblin,5dbCm8qaCdWnNdVyi3urUO,2011-05-09,48,True,0.802,211107,0.369,1,-13.218,0,0.432,0.00385,0.000101,0.114,0.494,145.834,4,[]
73,"Tyler, The Creator",Domo23,75kiQfmmuQwgquZ9RLSvuA,Wolf,40QTqOBBxCEIQlLNdSjFQB,2013-04-01,54,True,0.727,158760,0.565,1,-5.564,0,0.356,0.167,0.0,0.262,0.597,133.094,4,[]
74,"Tyler, The Creator",BLESSED,2X5m6irq8boS50Efx4oWew,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,51,True,0.336,57667,0.613,8,-7.869,1,0.123,0.389,9.99e-05,0.765,0.741,40.319,4,[]
75,"Tyler, The Creator",Analog,3xFXkeyBtnysOlrQwYan5z,Goblin,5dbCm8qaCdWnNdVyi3urUO,2011-05-09,48,True,0.364,174400,0.699,0,-9.473,0,0.29,0.00444,0.00093,0.772,0.427,87.083,5,['Hodgy']
76,"Tyler, The Creator",Sometimes...,4KgTrzmfiWNcVneh2Dd1Ou,Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,2017-07-21,55,True,0.552,36160,0.415,3,-11.996,1,0.0451,0.959,0.000239,0.164,0.36,72.862,4,[]
77,"Tyler, The Creator",PartyIsntOver/Campfire/Bimmer (feat. Frank Ocean & Laetitia Sadier),04QTBqa3IA4ZAKEuqRPzEH,Wolf,40QTqOBBxCEIQlLNdSjFQB,2013-04-01,59,True,0.443,438493,0.576,1,-8.695,0,0.201,0.0709,0.0197,0.41,0.127,151.835,4,"['Frank Ocean', 'Laetitia Sadier']"
78,"Tyler, The Creator",Jamba (feat. Hodgy),3Z5pXxCb0O6L53vejFHhqQ,Wolf,40QTqOBBxCEIQlLNdSjFQB,2013-04-01,54,True,0.722,212493,0.488,8,-7.547,1,0.398,0.0404,3.45e-06,0.322,0.661,80.093,4,['Hodgy']
80,"Tyler, The Creator",LUMBERJACK,0BiK5BbYNFLb88CCOxBFJe,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,59,True,0.386,138312,0.762,9,-6.341,1,0.564,0.122,0.0,0.527,0.433,170.691,4,[]
81,"Tyler, The Creator",RISE! (feat. DAISY WORLD),2wQUUYQ4KOeLLuPS5nBBDK,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,49,True,0.766,203588,0.814,2,-3.367,1,0.0733,0.044,1.08e-05,0.195,0.481,108.07,4,['DAISY WORLD']
82,"Tyler, The Creator","FUCKING YOUNG / PERFECT (feat. Charlie Wilson, Chaz Bundick, Sydney Bennett & Kali Uchis)",6738dceRZVHz8VumfBH7aI,Cherry Bomb + Instrumentals,5V3Chnpno9oTI7JSPXKUf3,2015-04-13,44,True,0.232,401573,0.705,5,-6.928,1,0.0997,0.032,6.6e-05,0.185,0.352,74.28,4,"['Charlie Wilson', 'Chaz Bundick', 'Syd', 'Kali Uchis']"
83,"Tyler, The Creator",RUNITUP (feat. Teezo Touchdown),0lXJL0unztXDdIOXu5xCML,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,50,True,0.665,229565,0.469,10,-7.778,0,0.13,0.565,0.000317,0.219,0.142,115.852,4,['Teezo Touchdown']
84,"Tyler, The Creator",MOMMA TALK,6ZvghXQAXw2W9blIQbBVZW,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,44,True,0.488,70927,0.59,0,-6.319,1,0.247,0.696,0.0,0.661,0.498,96.446,5,[]
86,"Tyler, The Creator",MASSA,3lqIHMPvL6ef6t2xKD8ZVH,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,51,True,0.685,223719,0.855,1,-6.724,0,0.438,0.329,8.9e-05,0.301,0.46,157.181,4,[]
87,"Tyler, The Creator",JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),5Jue6vup8nHUgXFUGMk478,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,51,True,0.827,146419,0.571,11,-7.949,1,0.366,0.0195,0.0,0.166,0.62,142.034,4,"['Lil Uzi Vert', 'Pharrell Williams']"
88,"Tyler, The Creator",MOMMA TALK,2HrRwAKgIzjTeuKoaj4akH,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,46,True,0.488,70927,0.59,0,-6.319,1,0.247,0.696,0.0,0.661,0.498,96.446,5,[]
89,"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),6kz3FLaVhtcUECyMYR9BCR,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,53,True,0.371,155293,0.75,7,-5.382,0,0.402,0.601,0.0,0.482,0.729,173.456,4,['Lil Wayne']
90,"Tyler, The Creator",MANIFESTO (feat. Domo Genesis),6qouBO0wJtYc3k7DfKRUBx,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,54,True,0.454,175123,0.866,2,-5.348,1,0.391,0.121,0.0067,0.167,0.518,92.463,4,['Domo Genesis']
91,"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),5fbHRCsGpFIOLRtlhCRFDR,CALL ME IF YOU GET LOST,45ba6QAtNrdv6Ke4MFOKk9,2021-06-25,59,True,0.62,130980,0.586,1,-6.612,1,0.212,0.155,0.0,0.535,0.487,137.131,4,['42 Dugg']
92,"Tyler, The Creator",Radicals,5a2vYvmIWmtA8KcUTthpRk,Goblin,5dbCm8qaCdWnNdVyi3urUO,2011-05-09,46,True,0.562,438333,0.68,1,-8.015,1,0.498,0.154,0.0955,0.269,0.224,74.06,4,[]
93,"Tyler, The Creator",AU79,7nfjw4GlYu6kGVkf19yzFe,Goblin,5dbCm8qaCdWnNdVyi3urUO,2011-05-09,37,True,0.499,220253,0.344,6,-14.841,1,0.0495,0.0748,0.717,0.133,0.52,159.965,4,[]
95,"Tyler, The Creator",Answer - Instrumental,2XXRfOIeQ9oIkSAqgW0kNr,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,48,False,0.309,234307,0.631,8,-7.565,0,0.0312,0.000202,0.0373,0.076,0.418,145.583,4,[]
96,"Tyler, The Creator",WILSHIRE,2z27xc2eCnIZOBtBHuLQEQ,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,2023-03-31,49,True,0.555,515865,0.712,1,-7.446,1,0.323,0.0451,5.14e-06,0.182,0.555,78.958,4,[]
97,"Tyler, The Creator",Fish,6VkmMpgrvypnV9dTLwaDdW,Goblin,5dbCm8qaCdWnNdVyi3urUO,2011-05-09,43,True,0.694,379627,0.505,8,-12.436,1,0.331,0.319,0.0,0.0809,0.212,119.271,4,[]
99,"Tyler, The Creator",Sandwitches,48dxLly3L9QERpreYM7MKv,Goblin,5dbCm8qaCdWnNdVyi3urUO,2011-05-09,42,True,0.576,291227,0.587,4,-9.763,1,0.222,0.0676,2.21e-06,0.204,0.373,152.468,4,['Hodgy']
101,"Tyler, The Creator",Big Bag,1flloiRJOCenDSSjnuHGln,Music Inspired by Illumination & Dr. Seuss' The Grinch,05qQ4Sl7LjxDhZFB1ChVvH,2018-11-16,41,False,0.675,85413,0.559,10,-9.003,0,0.106,0.00608,9.73e-05,0.0843,0.668,117.845,4,[]
103,"Tyler, The Creator",Awkward,7mlvrrNPu1Kgb2GBOJnQFC,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,34,True,0.445,227474,0.746,5,-9.086,0,0.296,0.267,0.0322,0.209,0.699,154.163,4,[]
105,"Tyler, The Creator",Tron Cat,7zs03air8yiI8EYfAaX7b1,Goblin,3scNeGKz8kAMDrYG5U971b,2011-05-09,30,True,0.632,253747,0.634,8,-8.415,1,0.274,0.0302,0.0,0.153,0.39,81.0,4,[]
107,"Tyler, The Creator",Analog,4DJ63obgThdFzKRgRrUbkG,Goblin,3scNeGKz8kAMDrYG5U971b,2011-05-09,35,True,0.364,174400,0.699,0,-9.473,0,0.29,0.00444,0.00093,0.772,0.427,87.083,5,['Hodgy']
108,"Tyler, The Creator",I Am the Grinch (feat. Fletcher Jones),5TVQdlY5H99BSAciKixBSt,Dr. Seuss' The Grinch (Original Motion Picture Soundtrack),4u40K47aUMjeNrPGmQrodQ,2018-11-09,47,False,0.741,157813,0.796,9,-6.187,1,0.189,0.0821,7.29e-05,0.196,0.595,115.002,4,['Fletcher Jones']
109,"Tyler, The Creator",Rusty (feat. Domo Genesis & Earl Sweatshirt),5AkCXzN890Crr33zlOJACl,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,35,True,0.542,309712,0.669,11,-6.048,1,0.245,0.00547,0.000193,0.451,0.359,81.85,4,"['Domo Genesis', 'Earl Sweatshirt']"
111,"Tyler, The Creator",Yonkers,7fnH9vpllrPLuIgLQ2x7ji,Yonkers,4KUXmY53T1DLMZ0lVJsjjw,2011-02-15,40,True,0.712,249333,0.759,11,-5.397,1,0.334,0.0161,0.0808,0.217,0.738,79.102,4,[]
112,"Tyler, The Creator",EARFQUAKE - Channel Tres Remix,6tgknDU0VMbXILuWixFKKn,EARFQUAKE (Channel Tres Remix),2gIJO0RLORaeRCT9G1E52V,2019-10-04,35,True,0.698,228250,0.69,4,-8.705,0,0.0403,0.0206,0.56,0.195,0.468,119.998,4,['Channel Tres']
113,"Tyler, The Creator",48,3e1eAGw2Icto28DqCqtNSG,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,35,True,0.548,247312,0.875,1,-8.487,1,0.277,0.125,0.0,0.873,0.512,119.995,4,[]
115,"Tyler, The Creator",Lone,1v1uyptq1GJOODawkJrwOx,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,34,True,0.41,237120,0.736,2,-8.901,1,0.182,0.456,0.0,0.821,0.596,78.643,4,[]
118,"Tyler, The Creator",WOLF,0fqkchNanlXCoNacucPP17,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,34,True,0.425,110616,0.286,1,-11.993,0,0.122,0.314,0.00476,0.399,0.344,138.879,4,[]
119,"Tyler, The Creator",KEEP DA O'S (feat. Pharrell Williams & Coco O.),7zdanauvITJaq9OE7bBz0c,Cherry Bomb,621OhgnZJ7Pz8iUazct1In,2015-04-13,42,True,0.501,248544,0.596,6,-8.444,1,0.077,0.00814,0.00023,0.0666,0.204,139.929,3,"['Pharrell Williams', 'Coco O.']"
120,"Tyler, The Creator",DEATHCAMP (feat. Cole Alexander),2u1tKPsxhwigi5BNbXihB0,Cherry Bomb + Instrumentals,5V3Chnpno9oTI7JSPXKUf3,2015-04-13,44,True,0.581,189703,0.746,10,-5.495,0,0.0422,0.0149,0.000276,0.594,0.455,101.881,4,['Cole Alexander']
121,"Tyler, The Creator",Goblin,7czHy27LqBUF6zifjvBPEn,Goblin,3scNeGKz8kAMDrYG5U971b,2011-05-09,24,True,0.456,408520,0.529,5,-12.651,0,0.828,0.534,0.0,0.219,0.444,78.235,4,[]
122,"Tyler, The Creator",Colossus,1jsMrfbo7gDk0lu0FUISt8,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,36,True,0.508,213340,0.591,0,-9.52,1,0.362,0.297,0.0,0.267,0.731,105.096,5,[]
124,"Tyler, The Creator",Her,7wzKTBFNEsWLzu6mYSnGJf,Goblin,3scNeGKz8kAMDrYG5U971b,2011-05-09,26,True,0.802,211107,0.369,1,-13.218,0,0.432,0.00385,0.000101,0.114,0.494,145.834,4,[]
125,"Tyler, The Creator",Jamba (feat. Hodgy),2AVAzChsDazG4eCQuzLYjS,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,35,True,0.757,212500,0.48,1,-7.909,1,0.38,0.0315,2.91e-06,0.322,0.647,80.017,4,['Hodgy']
126,"Tyler, The Creator",Yonkers,3wtdE36rvmFSsr2Yptn7to,Goblin,3scNeGKz8kAMDrYG5U971b,2011-05-09,30,True,0.712,249333,0.759,11,-5.397,1,0.334,0.0161,0.0808,0.217,0.738,79.102,4,[]
127,"Tyler, The Creator",Treehome95 (feat. Coco O. & Erykah Badu),0dI5myaaNzX0KKcE1I2pNV,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,34,True,0.722,180239,0.535,11,-9.157,1,0.335,0.24,0.00447,0.287,0.447,81.962,4,"['Coco O.', 'Erykah Badu']"
128,"Tyler, The Creator",Pigs,2XF5OHqf4GoKW4x8BQjloL,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,31,True,0.345,254754,0.717,1,-7.382,0,0.297,0.0297,0.00106,0.0834,0.451,84.411,4,[]
130,"Tyler, The Creator",PILOT (feat. Sydney Bennett),4SUQbrebZgvSX8i3aYHMB6,Cherry Bomb + Instrumentals,5V3Chnpno9oTI7JSPXKUf3,2015-04-13,38,True,0.596,209412,0.869,5,-2.389,0,0.0621,6.32e-05,0.0493,0.0476,0.545,109.995,4,['Syd']
132,"Tyler, The Creator",Tamale - Instrumental,72OgjLqn9qG0A9XkfGwGrt,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,26,False,0.789,157133,0.998,11,-7.684,0,0.0752,0.061,0.8,0.384,0.622,130.005,4,[]
133,"Tyler, The Creator",Bimmer - Instrumental,35wS3SmZ8gD2ty6x3Wbq3r,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,31,False,0.854,146040,0.739,11,-8.051,1,0.254,0.019,0.886,0.13,0.34,151.964,4,[]
134,"Tyler, The Creator",FUCKING YOUNG / PERFECT - Instrumental,26jiz9ZZTRxYb0nnuWKyO0,Cherry Bomb + Instrumentals,5V3Chnpno9oTI7JSPXKUf3,2015-04-13,29,False,0.286,401667,0.531,5,-6.89,1,0.0329,0.0112,0.766,0.114,0.106,74.04,4,[]
136,"Tyler, The Creator",When Gloves Come Off (feat. Ryan Beatty),7A5zSSX7AAVRhcTmIaKcf6,Music Inspired by Illumination & Dr. Seuss' The Grinch,05qQ4Sl7LjxDhZFB1ChVvH,2018-11-16,36,False,0.546,113853,0.366,0,-9.919,1,0.0324,0.04,0.0877,0.0568,0.153,83.97,4,['Ryan Beatty']
139,"Tyler, The Creator",48 - Instrumental,31bO3sXBncrrSl5stbzGKN,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,27,False,0.714,240720,0.888,11,-5.639,1,0.0689,0.00341,0.808,0.0692,0.35,119.829,4,[]
141,"Tyler, The Creator",PartyIsntOver/Campfire/Bimmer (feat. Frank Ocean & Laetitia Sadier),10kn8tPNyljdrAGzhaAPSL,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,36,True,0.435,438512,0.564,1,-9.15,1,0.207,0.0893,0.0178,0.42,0.116,151.767,4,"['Frank Ocean', 'Laetitia Sadier']"
142,"Tyler, The Creator",IFHY - Instrumental,5NEK7gk7mmZzULvAJ4XFlA,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,33,False,0.316,318937,0.456,8,-6.178,1,0.0675,0.16,0.854,0.0828,0.0383,79.452,4,[]
143,"Tyler, The Creator",Fish,31vEt94A8245gvj57uomBB,Goblin,3scNeGKz8kAMDrYG5U971b,2011-05-09,24,True,0.694,379627,0.505,8,-12.436,1,0.331,0.319,0.0,0.0809,0.212,119.271,4,[]
144,"Tyler, The Creator",WOLF - Instrumental,22LjwEKshG0rIXnbwAefGQ,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,30,False,0.51,108827,0.282,1,-16.077,0,0.0368,0.163,0.857,0.0722,0.154,139.672,3,[]
145,"Tyler, The Creator",FIND YOUR WINGS - Instrumental,3xLUgT2u1LGSFAI1hFSNJz,Cherry Bomb + Instrumentals,5V3Chnpno9oTI7JSPXKUf3,2015-04-13,31,False,0.633,180613,0.328,9,-9.564,0,0.0265,0.203,0.543,0.0941,0.206,75.035,4,[]
146,"Tyler, The Creator",RUN (feat. Chaz Bundick & ScHoolboy Q),1VZS61kwta2pHVTAXU9uU1,Cherry Bomb + Instrumentals,5V3Chnpno9oTI7JSPXKUf3,2015-04-13,33,True,0.411,69077,0.909,11,-5.234,0,0.169,0.00178,0.0,0.794,0.473,145.966,4,"['Chaz Bundick', 'ScHoolboy Q']"
148,"Tyler, The Creator",Jamba - Instrumental,0baPRr8t6ugIBZIS66w8uc,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,26,False,0.839,200613,0.443,8,-7.034,1,0.438,0.00653,0.935,0.0995,0.284,80.06,4,[]
150,"Tyler, The Creator",Sandwitches,38WeksMjfHptObzOjrBzmK,Sandwitches,5DRfAXSvoEo2JQ1UnfGHSS,2011-02-15,30,True,0.576,291227,0.587,4,-9.763,1,0.222,0.0676,2.21e-06,0.204,0.373,152.468,4,['Hodgy']
151,"Tyler, The Creator","OKAGA, CA (feat. Alice Smith, Leon Ware & Clem Creevy)",3QZY1nrt8MKrlnotFwRwcm,Cherry Bomb + Instrumentals,5V3Chnpno9oTI7JSPXKUf3,2015-04-13,38,True,0.458,397384,0.64,2,-4.515,1,0.0419,0.00196,0.0288,0.0782,0.205,145.94,4,"['Alice Smith', 'Leon Ware', 'Clem Creevy']"
